NomenCode,Reporter_ISO_N,Year,ProductCode,Partner,ExcludedFrom,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,TotalNoOfLines,Nbr_Pref_Lines,Nbr_MFN_Lines,Nbr_NA_Lines
H6,036,2022,081320,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,081330,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,081340,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,081350,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,110510,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,110520,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,110813,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,110819,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,120230,604,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,691110,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,691190,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,691200,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,691310,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,691390,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,691410,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,691490,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,700312,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,700319,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,700320,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,700330,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,700510,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,036,2022,700521,392,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
