NomenCode,Reporter_ISO_N,Year,ProductCode,Partner,ExcludedFrom,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,TotalNoOfLines,Nbr_Pref_Lines,Nbr_MFN_Lines,Nbr_NA_Lines
H6,554,2022,851680,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,851690,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,851920,00Z,   ,      0.00,      0.00,      0.00,      0.00,3,2,1,0
H6,554,2022,852210,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,852721,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,852990,00Z,   ,      0.00,      0.00,      0.00,      0.00,17,3,14,0
H6,554,2022,853010,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853080,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853090,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853110,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853180,00Z,   ,      0.00,      0.00,      0.00,      0.00,3,1,2,0
H6,554,2022,853510,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853521,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853529,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853530,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853540,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853590,00Z,   ,      0.00,      0.00,      0.00,      0.00,5,5,0,0
H6,554,2022,853610,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,554,2022,853620,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853641,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853649,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853661,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,853669,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,853670,00Z,   ,      0.00,      0.00,      0.00,      0.00,3,2,1,0
H6,554,2022,853690,00Z,   ,      0.00,      0.00,      0.00,      0.00,4,1,3,0
H6,554,2022,853710,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853720,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853890,00Z,   ,      0.00,      0.00,      0.00,      0.00,11,8,3,0
H6,554,2022,853910,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,554,2022,853921,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853922,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853929,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853931,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853949,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,853952,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,853990,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,854330,00Z,   ,      0.00,      0.00,      0.00,      0.00,3,1,2,0
H6,554,2022,854340,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,854370,00Z,   ,      0.00,      0.00,      0.00,      0.00,12,2,10,0
H6,554,2022,854411,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,554,2022,854419,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,554,2022,854430,00Z,   ,      0.00,      0.00,      0.00,      0.00,5,4,1,0
H6,554,2022,854442,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,854449,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,854460,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,554,2022,854610,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,854620,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,854690,00Z,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,854710,00Z,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846225,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846226,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846229,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846232,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846233,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846239,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846242,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846249,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846251,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846259,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846261,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846262,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846263,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846269,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846290,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846310,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846320,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846330,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846390,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846510,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846520,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846591,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846592,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846593,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846594,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846595,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846596,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846599,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846610,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846620,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846630,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846691,124,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,846692,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846693,124,   ,      0.00,      0.00,      0.00,      0.00,5,2,3,0
H6,554,2022,846694,124,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,554,2022,846711,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846719,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846789,124,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,554,2022,846792,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846799,124,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,846810,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846820,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846880,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,846890,124,   ,      0.00,      0.00,      0.00,      0.00,2,2,0,0
H6,554,2022,847410,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,847420,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,847431,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,847432,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,847439,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,847480,124,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,847490,124,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,847621,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,847629,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,847681,124,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,847689,124,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,847690,124,   ,      0.00,      0.00,      0.00,      0.00,2,1,1,0
H6,554,2022,550921,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
H6,554,2022,550922,702,   ,      0.00,      0.00,      0.00,      0.00,1,1,0,0
