NomenCode,Reporter_ISO_N,Year,ProductCode,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,Nbr_NA_Lines,Nbr_Free_Lines,Nbr_AVE_Lines,Nbr_Dutiable_Lines,TotalNoOfValidLines,TotalNoOfLines
H5,152,2018,010121,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010129,     12.00,      6.00,      6.00,      6.00,0,0,0,2,2,2
H5,152,2018,010130,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010190,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010221,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010229,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010231,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010239,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010290,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010310,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010391,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010392,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010410,     12.00,      6.00,      6.00,      6.00,0,0,0,2,2,2
H5,152,2018,010420,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010511,     12.00,      6.00,      6.00,      6.00,0,0,0,2,2,2
H5,152,2018,010512,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010513,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010514,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010515,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010594,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010599,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010611,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010612,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010613,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010614,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010619,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010620,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010631,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010632,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010633,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010639,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010641,     30.00,      6.00,      6.00,      6.00,0,0,0,5,5,5
H5,152,2018,010649,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,010690,     18.00,      6.00,      6.00,      6.00,0,0,0,3,3,3
H5,152,2018,020110,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,020120,     18.00,      6.00,      6.00,      6.00,0,0,0,3,3,3
H5,152,2018,020130,     30.00,      6.00,      6.00,      6.00,0,0,0,5,5,5
H5,152,2018,020210,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,020220,     18.00,      6.00,      6.00,      6.00,0,0,0,3,3,3
H5,152,2018,020230,     36.00,      6.00,      6.00,      6.00,0,0,0,6,6,6
H5,152,2018,020311,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,020312,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,020319,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,020321,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,020322,     18.00,      6.00,      6.00,      6.00,0,0,0,3,3,3
H5,152,2018,020329,     42.00,      6.00,      6.00,      6.00,0,0,0,7,7,7
H5,152,2018,020410,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,020421,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,020422,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,020423,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,020430,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,020441,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,020442,     24.00,      6.00,      6.00,      6.00,0,0,0,4,4,4
H5,152,2018,020443,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,020450,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,020500,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
H5,152,2018,020610,      6.00,      6.00,      6.00,      6.00,0,0,0,1,1,1
