NomenCode,Reporter_ISO_N,Year,ProductCode,Sum_Of_Rates,Min_Rate,Max_Rate,SimpleAverage,Nbr_NA_Lines,Nbr_Free_Lines,Nbr_AVE_Lines,Nbr_Dutiable_Lines,TotalNoOfValidLines,TotalNoOfLines
H4,484,2018,010121,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,010129,     60.00,     10.00,     20.00,     15.00,0,0,0,4,4,4
H4,484,2018,010130,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,010190,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,010221,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H4,484,2018,010229,     15.00,      0.00,     15.00,      5.00,0,2,0,1,3,3
H4,484,2018,010231,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H4,484,2018,010239,     15.00,     15.00,     15.00,     15.00,0,0,0,1,1,1
H4,484,2018,010290,     15.00,     15.00,     15.00,     15.00,0,0,0,1,1,1
H4,484,2018,010310,      0.00,      0.00,      0.00,      0.00,0,1,0,0,1,1
H4,484,2018,010391,     49.00,      9.00,     20.00,     16.33,0,0,0,3,3,3
H4,484,2018,010392,     69.00,      9.00,     20.00,     17.25,0,0,0,4,4,4
H4,484,2018,010410,     20.00,      0.00,     10.00,      6.67,0,1,0,2,3,3
H4,484,2018,010420,     30.00,      0.00,     20.00,     10.00,0,1,0,2,3,3
H4,484,2018,010511,     10.00,      0.00,     10.00,      3.33,0,2,0,1,3,3
H4,484,2018,010512,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,010513,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,010514,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,010515,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,010594,     30.00,     10.00,     20.00,     15.00,0,0,0,2,2,2
H4,484,2018,010599,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,010611,     30.00,     10.00,     20.00,     15.00,0,0,0,2,2,2
H4,484,2018,010612,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,010613,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,010614,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,010619,     60.00,      0.00,     20.00,     15.00,0,1,0,3,4,4
H4,484,2018,010620,     80.00,     20.00,     20.00,     20.00,0,0,0,4,4,4
H4,484,2018,010631,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,010632,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,010633,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,010639,     60.00,     20.00,     20.00,     20.00,0,0,0,3,3,3
H4,484,2018,010641,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,010649,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,010690,     30.00,      0.00,     20.00,      7.50,0,2,0,2,4,4
H4,484,2018,020110,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,020120,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,020130,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,020210,     25.00,     25.00,     25.00,     25.00,0,0,0,1,1,1
H4,484,2018,020220,     25.00,     25.00,     25.00,     25.00,0,0,0,1,1,1
H4,484,2018,020230,     25.00,     25.00,     25.00,     25.00,0,0,0,1,1,1
H4,484,2018,020311,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,020312,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,020319,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,020321,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,020322,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,020329,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,020410,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,020421,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,020422,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,020423,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,020430,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,020441,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,020442,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,020443,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,020450,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,020500,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,020610,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,020621,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,020622,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,020629,     20.00,     20.00,     20.00,     20.00,0,0,0,1,1,1
H4,484,2018,020630,     30.00,     10.00,     20.00,     15.00,0,0,0,2,2,2
H4,484,2018,020641,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
H4,484,2018,020649,     10.00,      0.00,     10.00,      5.00,0,1,0,1,2,2
H4,484,2018,020680,     10.00,     10.00,     10.00,     10.00,0,0,0,1,1,1
